team,year,class,status,gender,Sport
Woodlawn,1979,AA,SF,Boys,Football
Woodlawn,1980,AA,SF,Boys,Football
Woodlawn,1981,AA,SF,Boys,Football
Woodlawn,1982,AA,SF,Boys,Football
Woodlawn,1983,AA,SF,Boys,Football
Woodlawn,1997,3A,SF,Boys,Football
Woodlawn,2003,4AN,SF,Boys,Football
Woodlawn,1993,4A,QF,Boys,Football
Woodlawn,1996,3A,QF,Boys,Football
Woodlawn,2002,4A,QF,Boys,Football
Woodlawn,2009,4AN,RS,Boys,Football
Woodlawn,2021,4A/3AN,RR1,Boys,Football
Woodlawn,2022,4A/3AN,RR1,Boys,Football
Woodlawn,2023,4A/3AN,RR1,Boys,Football
Thomas S. Wootton,1990,4A,RU,Boys,Football
Thomas S. Wootton,1976,A,SF,Boys,Football
Thomas S. Wootton,1978,A,SF,Boys,Football
Thomas S. Wootton,1991,4A,QF,Boys,Football
Thomas S. Wootton,2008,4AW,RS,Boys,Football
Thomas S. Wootton,2022,4A/3AS,RR2,Boys,Football
Thomas S. Wootton,2023,4A/3AW,RR2,Boys,Football
Thomas S. Wootton,2021,4A/3AS,RR1,Boys,Football
C. Milton Wright,1990,3A,RU,Boys,Football
C. Milton Wright,1992,3A,SF,Boys,Football
C. Milton Wright,1993,3A,SF,Boys,Football
C. Milton Wright,1994,3A,SF,Boys,Football
C. Milton Wright,1995,3A,SF,Boys,Football
C. Milton Wright,1998,3A,SF,Boys,Football
C. Milton Wright,1988,3A,QF,Boys,Football
C. Milton Wright,1989,3A,QF,Boys,Football
C. Milton Wright,1991,3A,QF,Boys,Football
C. Milton Wright,2015,3AN,RS,Boys,Football
C. Milton Wright,2017,3AN,RS,Boys,Football
C. Milton Wright,2019,3AN,RR1,Boys,Football
C. Milton Wright,2021,2AE,RR1,Boys,Football
C. Milton Wright,2022,2AE,RR1,Boys,Football
C. Milton Wright,2023,2AN,RR1,Boys,Football
